dimension;identifier;desc_eng;details_eng;desc_swe;details_swe
Byggdelar;76F;System with power-operated solar shading device, blackout curtain, etc.;;System med maskindriven solavskärmningsanordning, mörkläggningsgardin m m;
Byggdelar;76G;System with powered dock leveller;;System med maskindriven lastbrygga;
Byggdelar;76H;System with powered weather seal;;System med maskindriven vädertätning;
Byggdelar;76J;Automatic docking systems;;Automatiska dockningssystem;
Byggdelar;78;VARIOUS TRANSPORT SYSTEMS;;DIVERSE TRANSPORTSYSTEM;
Byggdelar;78B;Suspended scaffolding and facade bridge systems;;System med hängställningar och fasadbryggor;
Byggdelar;78C;Machine-operated lifting table systems etc.;;System med maskindrivet lyftbord e d;
Byggdelar;78D;Conveyor belt systems, conveyor ramps, etc.;;System med transportband, transportramper m m;
Byggdelar;78E;Small goods lift systems;;System med småvaruhiss;
Byggdelar;78F;Garbage elevator system;;System med soptransporthiss;
Byggdelar;8;CONTROL AND MONITORING SYSTEMS;;STYR- OCH ÖVERVAKNINGSSYSTEM;
Byggdelar;81;CONTROL AND MONITORING SYSTEMS FOR BUILDING OPERATION;;STYR- OCH ÖVERVAKNINGSSYSTEM FÖR FASTIGHETSDRIFT;
Byggdelar;82;CONTROL AND MONITORING SYSTEMS FOR PROCESS INSTALLATIONS;;STYR- OCH ÖVERVAKNINGSSYSTEM FÖR PROCESSINSTALLATIONER;
Byggdelar;84;TRAFFIC CONTROL AND MONITORING SYSTEMS;;STYR- OCH ÖVERVAKNINGSSYSTEM FÖR TRAFIK;
Byggdelar;84B;Control and monitoring systems for rail traffic;;Styr- och övervakningssystem för spårbunden trafik;
Byggdelar;84BB;Signalling systems for trackbound traffic;;Signalsystem för spårbunden trafik;
Byggdelar;84BBB;Signal box and line block systems;;Signalställverks- och linjeblockssystem;
Byggdelar;84BBBB;Encoders;;Kodare;
Byggdelar;84BBBC;Switchgear system components;;Komponenter i ställverkssystem;
Byggdelar;84BBBD;Decoding units;;Avkodningsenheter;
Byggdelar;84BBBE;Evaluation units;;Utvärderingsenheter;
Byggdelar;84BBC;Local switchgear operating system;;Lokalt manöversystem för ställverk;
Byggdelar;84BBCB;Control units;;Manöverapparater;
Byggdelar;84BBCC;Computer-based control equipment;;Datorbaserad manöverutrustning;
Byggdelar;84BBD;External signalling system from track;;System för yttre signalering från bana;
Byggdelar;84BBDB;Track-side signals;;Signaler vid spår;
Byggdelar;84BBDC;Railway signalling panels;;Signaltavlor vid järnväg;
Byggdelar;84BBDD;Accessories for signals;;Tillbehör m m till signaler;
Byggdelar;84BBE;Track-side train supervision message systems;;System för tågövervakningsbesked från bana;
Byggdelar;84BBEB;Balises;;Baliser;
Byggdelar;84BBF;Track section detection and obstruction control systems;;System för detektering och hinderkontroll av spåravsnitt;
Byggdelar;84BBFB;Track management systems;;Spårledningssystem;
Byggdelar;84BBFC;Axle counter system;;Axelräknarsystem;
Byggdelar;84BBFD;Rail switches magnetic locks;;Rälskontakter magnetlås;
Byggdelar;84BBG;Switch and track lock control systems;;System för styrning av växlar och spårspärrar;
Byggdelar;84BBGB;Equipment for electrically controlled switches and track barriers;;Utrustningar för elektriskt styrda växlar och spårspärrar;
Byggdelar;84BBGC;Equipment for non-electrically controlled switches and track locks;;Utrustningar för icke elektriskt styrda växlar och spårspärrar;
Byggdelar;84BBH;Road protection systems;;System för vägskydd;
Byggdelar;84BBHB;Roadside signals;;Signaler vid väg;
Byggdelar;84BBHC;Roadside panels;;Tavlor vid väg;
Byggdelar;84BBHD;Disconnection equipment;;Utrustning för frånkoppling;
Byggdelar;84BBHE;Obstacle detectors;;Hinderdetektorer;
Byggdelar;84BBHF;Railway barrier equipment;;Fällbomsutrustning;
Byggdelar;84BBI;Radio block systems;;Radioblockssystem;
Byggdelar;84BC;Signalling systems for shunting, depots, etc.;;Signalsystem för rangering, depåer e d;
Byggdelar;84BD;Remote control systems;;Fjärrstyrningssystem;
Byggdelar;84BDB;Remote control systems for electrical installations;;Fjärrstyrningssystem för elanläggningar;
Byggdelar;84BDC;Remote control systems for signalling installations;;Fjärrstyrningssystem för signalanläggningar;
Byggdelar;84BE;Control and monitoring systems for power supply installations;;Styr- och övervakningssystem för kraftförsörjningsanläggning;
Byggdelar;84C;Control and monitoring systems for road traffic;;Styr- och övervakningssystem för vägtrafik;
Byggdelar;84CB;Road traffic signalling systems;;Signalsystem för vägtrafik;
Byggdelar;84F;Remote control of traffic control and monitoring systems;;Fjärrstyrning av styr- och övervakningssystem för trafik;
Byggdelar;84FB;Remote control systems for railways;;Fjärrstyrning för järnväg;
Byggdelar;84FBB;Remote control of railway electrical installations;;Fjärrstyrning av elanläggning för järnväg;
Byggdelar;84FBBB;Device for the remote control of overhead contact line installations;;Apparater för fjärrstyrning av kontaktledningsanläggningar;
Byggdelar;84FBBC;Remote control cables;;Fjärrstyrningskablar;
Byggdelar;84FBBD;Switch boxes;;Kopplingslådor;
Byggdelar;84FBC;Remote control of railway signalling equipment;;Fjärrstyrning av signalanläggning för järnväg;
Byggdelar;84FBCB;Devices for the remote control of signalling installations;;Apparater för fjärrstyrning av signalanläggningar;
Landskapsinformation;ADMAMP;General measuring point;General measuring point, miscellaneous point;Allmän mätpunkt;Allmän mätpunkt, diversepunkt
Landskapsinformation;ADMARK;Archaeological surveys;;Arkeologiska undersökningar;
Landskapsinformation;ADMBIO;Biotope protection;;Biotopskydd;
Landskapsinformation;ADMBMI;State monument;;Statligt byggnadsminne;
Landskapsinformation;ADMBUE;Noise - Equivalent sound level for noise propagation;Equivalent sound level for noise propagation (according to TDOK 2014:1021);Buller - Ekvivalent ljudnivå för bullerutbredning;Ekvivalent ljudnivå för bullerutbredning (enligt TDOK 2014:1021)
Landskapsinformation;ADMBUM;Noise - Maximum noise propagation level;Maximum noise propagation level (according to TDOK 2014:1021);Buller - Maxnivå för bullerutbredning;Maxnivå för bullerutbredning (enligt TDOK 2014:1021)
Landskapsinformation;ADMFGR;Property boundary;Line between property boundary points;Fastighetsgräns;Linje mellan fastighetsgränspunkter
Landskapsinformation;ADMFIB;Level fix use point;Height fixed point of use;Nivåfix brukspunkt;Höjdfix brukspunkt
Landskapsinformation;ADMFIK;Kombifix;Combination fix;Kombifix;Kombifix
Landskapsinformation;ADMFIX;Levelfix;Height point;Nivåfix;Stompunkt i höjd
Landskapsinformation;ADMFLA;In-depth landscape analysis;;Fördjupad Landskapsanalys;
Landskapsinformation;ADMFOM;Contaminated land;;Förorenad mark;
Landskapsinformation;ADMFRI;Free station;Overdetermined use point;Fri station;Överbestämd brukspunkt
Landskapsinformation;ADMFRN;Ancient monument;;Fornlämning;
Landskapsinformation;ADMGRP;Boundary point;Boundary pipes, boulders, etc.;Gränspunkt;Gränsrör, råsten etc.
Landskapsinformation;ADMISV;Inner protection zone for water supply;Line between boundary points of inner protection zone of water source;Inre skyddszon för vattentäkt;Linje mellan gränspunkter för inre skyddszon vattentäkt
Landskapsinformation;ADMKGR;Municipal boundary;Line between municipal boundary points;Kommungräns;Linje mellan kommungränspunkter
Landskapsinformation;ADMKPU;Control point;Double measured control point;Kontrollpunkt;Dubbelinmätt kontrollpunkt
Landskapsinformation;ADMLGR;County boundary;Line between county boundary points;Länsgräns;Linje mellan länsgränspunkter
Landskapsinformation;ADMMAF;Groundwater bodies, mooring areas and ditches;;Markavvattningsföretag, båtnadsområden samt diken;
Landskapsinformation;ADMMON;Monument;;Monument;
Landskapsinformation;ADMNAN;Natura 2000 Habitats;;Natura 2000 Naturtyper;
Landskapsinformation;ADMNAT;Natura 2000;;Natura 2000;
Landskapsinformation;ADMNVA;Nature value class 1a;;Naturvärdes klass 1a;
Landskapsinformation;ADMNVB;Nature value class 1b;;Naturvärdes klass 1b;
Landskapsinformation;ADMNVE;Natural value class 3;;Naturvärdesklass 3;
Landskapsinformation;ADMNVT;Nature value class 2;;Naturvärdesklass 2;
Landskapsinformation;ADMPIK;Piké;Polar determined use point;Piké;Polärt bestämd brukspunkt
Landskapsinformation;ADMPPB;Polygon point use point;Polygon point, use point;Polygonpunkt brukspunkt;Polygonpunkt, brukspunkt
Landskapsinformation;ADMPPT;Planfix;;Planfix;
Landskapsinformation;ADMPPV;Polygon point wall mounted;Wall-mounted polygon point;Polygonpunkt väggmonterad;Väggmonterad polygonpunkt
Landskapsinformation;ADMREK;Recreation areas;;Rekreationsområden;
Landskapsinformation;ADMRES;Reserves;;Reservat;
Landskapsinformation;ADMRIF;National interest for outdoor life;;Riksintresse för friluftsliv;
Landskapsinformation;ADMRIK;National interest for cultural environment;;Riksintresse för kulturmiljö;
Landskapsinformation;ADMRIN;National interest for natural environment;;Riksintresse för naturmiljö;
Landskapsinformation;ADMSNR;Protected nature;;Skyddad natur;
Landskapsinformation;ADMSOC;Parish boundary;Line between parish boundary points not coincident with tract boundary;Sockengräns;Linje mellan sockengränspunkter ej sammanfallande med traktgräns
Landskapsinformation;ADMTGR;Tract boundary;Line between tract boundary points;Traktgräns;Linje mellan traktgränspunkter
Landskapsinformation;ADMTOG;Plot boundary;Line between plot boundary points;Tomtgräns;Linje mellan tomtgränspunkter
Landskapsinformation;ADMTRI;Triangle point;Triangle point;Triangelpunkt;Triangelpunkt
Landskapsinformation;ADMVGR;Road boundary;Line along road boundary;Vägområdesgräns;Linje utmed vägområdesgräns
Landskapsinformation;ADMVLE;Hiking trail;;Vandringsled;
Landskapsinformation;ADMYSV;Outer protection zone of water source;Line between boundary points of outer protection zone of water catchment;Yttre skyddszon för vattentäkt;Linje mellan gränspunkter för yttre skyddszon vattentäkt
Landskapsinformation;ANLASF;Asphalt edge;Line along asphalt edge;Asfaltkant;Linje utefter asfaltkant
Landskapsinformation;ANLBBD;Bench;Line along outer contour of benches + tables;Bänkbord;Linje utefter ytterkontur bänkar + bord
Landskapsinformation;ANLBCL;Concrete wall, CL;Line at centre of concrete wall, CL;Betongmur, CL;Linje i centrum på betongmur, CL
Landskapsinformation;ANLBMF;Concrete wall, wall base;Line along base of concrete wall;Betongmur, murfot;Linje utefter murfot på betongmur
Landskapsinformation;ANLBPL;Concrete pile;;Betongpåle;
Landskapsinformation;ANLBRE;Mailbox (private);Point at letterbox;Brevlåda (privat);Punkt vid brevlåda
Landskapsinformation;ANLBRY;Dock;Line along bridge edge;Brygga;Linje utefter bryggkant
Landskapsinformation;ANLBTG;Concrete edge;Line along concrete edge;Betongkant;Linje utefter betongkant
Landskapsinformation;ANLBTM;Concrete wall, wall crest;Line along the crest of a concrete wall;Betongmur, murkrön;Linje utefter murkrön på betongmur
Landskapsinformation;ANLCYK;Bicycle rack;Line along outer contour of bicycle rack;Cykelställ;Linje utefter ytterkontur cykelställ
Landskapsinformation;ANLFLA;Flagpole;Point at centre of flagpole;Flaggstång;Punkt i centrum på flaggstång
Landskapsinformation;ANLFYL;Filling edge;Line along fill edge;Fyllningskant;Linje utefter fyllningskant
Landskapsinformation;ANLGAF;Gabion wall foot;;Gabionmur fot;
Landskapsinformation;ANLGAK;Gabion wall crest;;Gabionmur krön;
Landskapsinformation;ANLGNG;Swing;Line along the outer contour of the swing frame;Gunga;Linje utefter ytterkontur gungställning
Landskapsinformation;ANLGRI;Gate post;Point in centre of gate post;Grindstolpe;Punkt i centrum på grindstolpe
Landskapsinformation;ANLGRK;Lawn edge;Line along grass edge;Gräskant;Linje utefter gräskant
Landskapsinformation;ANLGRU;Gravel edge;Line along gravel edge;Gruskant;Linje utefter gruskant
Landskapsinformation;ANLGST;Paving stone edge;Line along border of paved areas;Gatstenskant;Linje utefter gräns till gatstenslagda ytor
Landskapsinformation;ANLINF;Info board;Line along information board;Infotavla;Linje utmed informationstavla
Landskapsinformation;ANLKAJ;Quay edge;Line along quay edge;Kajkant;Linje utefter kajkant
Landskapsinformation;ANLKLP;Limestone pillar;;Kalkpelare;
Landskapsinformation;ANLLEK;Play equipment;Line along outer contour of play equipment;Lekutrustning;Linje utefter ytterkontur lekutrustning
Landskapsinformation;ANLMFT;Wall foot;Line along the foot of a retaining wall;Murfot;Linje utefter foten på en stödmur
Landskapsinformation;ANLMKR;Brick crest;Line along the crest of a retaining wall;Murkrön;Linje utefter krönet på en stödmur
Landskapsinformation;ANLMST;Paving stone edge;Line along boundary of paved areas;Markstenskant;Linje utefter gräns till markstenbelagda ytor
Landskapsinformation;ANLMUR;Wall;Line along wall;Mur;Linje utmed mur
Landskapsinformation;ANLPAP;Wastepaper basket;Point in the centre of a litter bin;Papperskorg;Punkt i centrum på papperskorg
Landskapsinformation;ANLPBO;Parking table;Line along outer contour of table;Parkbord;Linje utefter ytterkontur bord
Landskapsinformation;ANLPBX;Storage box (Post Office);Point at storage box (Post Office grey or green);Förvaringsbox (Postens);Punkt vid förvaringsbox (Postens grå eller gröna)
Landskapsinformation;ANLPIS;Whipping post;Line along outer contour of whip rack;Piskställning;Linje utefter ytterkontur piskställ
Landskapsinformation;ANLPLA;Plank;Line along plank;Plank;Linje utefter plank
Landskapsinformation;ANLPLK;Flat edge;Line along edge of paved surfaces;Plattkant;Linje utefter gräns till plattbelagda ytor
Landskapsinformation;ANLPOL;Bollard;Point at centre of bollard;Pollare;Punkt i centrum på pollare
Landskapsinformation;ANLPOS;Mailbox (Post Office);Point at post box (yellow or equivalent);Postlåda (Postens);Punkt vid postlåda (Postens gula el motsvarande)
Landskapsinformation;ANLPRK;Parking railing;Line along the hub of a car park;Parkeringsräcke;Linje utefter navplanka på en parkering
Landskapsinformation;ANLPSO;Park bench;Line along the outer contour of a bench;Parksoffa;Linje utefter ytterkontur soffa
Landskapsinformation;ANLRAC;Railings;Line along railing, handrail;Räcke;Linje utefter räcke, handledare
Landskapsinformation;ANLREK;Billboard;Line along advertising sign;Reklamskylt;Linje utmed reklamskylt
Landskapsinformation;ANLSAN;Sand edge;Line along sand edge;Sandkant;Linje utefter sandkant
Landskapsinformation;ANLSAR;Coffin edge;Line along coffin, type sandbox etc.;Sargkant;Linje utefter sarg, typ sandlåda etc.
Landskapsinformation;ANLSCH;Shaft edge;Line along shaft edge;Schaktkant;Linje utefter schaktkant
Landskapsinformation;ANLSCL;Stone wall, CL;Line in centre of stone wall, CL;Stenmur, CL;Linje i centrum på stenmur, CL
Landskapsinformation;ANLSDM;Retaining wall;Line along retaining wall, general;Stödmur;Linje utefter stödmur, allmän
Landskapsinformation;ANLSMF;Stone wall, wall base;Line along base of stone wall;Stenmur, murfot;Linje utefter murfot på stenmur
Landskapsinformation;ANLSMG;Small stone edge;Line along boundary of small paved areas;Smågatstenskant;Linje utefter gräns till smågatstenslagda ytor
Landskapsinformation;ANLSMR;Stone wall;Line along stone wall, general;Stenmur;Linje utefter stenmur, allmän
Landskapsinformation;ANLSPE;Pillar;Point in centre of post;Stolpe;Punkt i centrum på stolpe
Landskapsinformation;ANLSTG;Paving stone edge;Line along boundary of stone paved areas;Storgatstenskant;Linje utefter gräns till storgatstenslagda ytor
Landskapsinformation;ANLSTM;Stone wall, crest;Line along crest of stone wall;Stenmur, murkrön;Linje utefter murkrön på stenmur
Landskapsinformation;ANLSTN;Fence;Line along fence;Stängsel;Linje utefter stängsel
Landskapsinformation;ANLSTT;Fence;Line along fence;Staket;Linje utefter staket
Landskapsinformation;BYGADU;Balancing stud;Point on the weighing stud;Avvägningsdubb;Punkt på avvägningsdubb
Landskapsinformation;BYGAHU;House, general;Line around house, general;Hus, allmänt;Linje runt hus, allmänt
Landskapsinformation;BYGBAL;Beam;Point on beam;Balk;Punkt på balk
Landskapsinformation;BYGBAS;Pool/Pond;Line around pool/pond;Bassäng/Damm;Linje runt bassäng/damm
Landskapsinformation;BYGBAT;Water tower;Line around water tower;Vattentorn;Linje runt vattentorn
Landskapsinformation;BYGBBR;Concrete bridge;Line after edge beam on concrete bridge;Betongbro;Linje efter kantbalk på betongbro
Landskapsinformation;BYGBHU;Residential house;Line around residential building;Bostadshus;Linje runt bostadshus
Landskapsinformation;BYGBKE;Bridge deck;Line along bridge deck;Broräcke;Linje utefter broräcke
Landskapsinformation;BYGBRO;Bridge;Line along bridge, general;Bro;Linje utefter bro, allmänt
Landskapsinformation;BYGBTH;Concrete corner;Point on corner of art building;Betonghörn;Punkt på hörn på konstbyggnad
Landskapsinformation;BYGDIL;Expansion joint;Line in expansion joint;Dilatationsfog;Linje i dilatationsfog
Landskapsinformation;BYGENP;Entrance corner;Point on corner at entrance;Entréhörn;Punkt på hörn vid entréöppning
Landskapsinformation;BYGENZ;Entrance level;Height point indicating floor level;Entrénivå;Höjdpunkt som anger golvnivå
Landskapsinformation;BYGFKZ;Window frame level;Point on window frame;Fönsterkarmnivå;Punkt på fönsterkarm
Landskapsinformation;BYGFUN;Foundation;Line around foundation;Fundament;Linje runt fundament
Landskapsinformation;BYGGOZ;Floor level;Point at floor level;Golvnivå;Punkt på golvnivå
Landskapsinformation;BYGHFP;Facade point;Point on facade life;Fasadpunkt;Punkt på fasadliv
Landskapsinformation;BYGHHL;The outside of a finished exterior wall;Line with house corners as break points;Fasadliv;Linje med hushörn som brytpunkter
Landskapsinformation;BYGHHP;House corners;Point on house corners;Hushörn;Punkt på hushörn
Landskapsinformation;BYGHOM;Building above ground;Line after facade life;Byggnad över mark;Linje efter fasadliv
Landskapsinformation;BYGHUM;Building below ground;Line after outer edge of basement wall;Byggnad under mark;Linje efter ytterkant källarvägg
Landskapsinformation;BYGIND;Industrial building;Line around industrial building;Industribyggnad;Linje runt industribyggnad
Landskapsinformation;BYGJKA;Basement;Line around basement;Jordkällare;Linje runt jordkällare
Landskapsinformation;BYGKBA;Edge beam;Line along edge beam of bridge;Kantbalk;Linje utefter kantbalk på bro
Landskapsinformation;BYGKYR;Church;;Kyrka;
Landskapsinformation;BYGLBY;Loading dock;Line after loading bridge;Lastbrygga;Linje efter lastbrygga
Landskapsinformation;BYGLJU;Light shaft;Line after outer edge of light shaft;Ljusschakt;Linje efter ytterkant ljusschakt
Landskapsinformation;BYGPEC;Pillar centre;Point in centre of pillar;Pelare centrum;Punkt i pelarcentrum
Landskapsinformation;BYGPEH;Pillar corner;Point on corner of pillar;Pelarhörn;Punkt på pelarhörn
Landskapsinformation;BYGPEL;Pillar;Line around pillar;Pelare;Linje runt pelare
Landskapsinformation;BYGRAM;Ramp;Line after outer edge of ramp;Ramp;Linje efter ytterkant ramp
Landskapsinformation;BYGSBR;Stone bridge;"Line after ""edge beam"" on stone bridge";Stenbro;"Linje efter ""kantbalk"" på stenbro"
Landskapsinformation;BYGSKL;School;Line around school;Skola;Linje runt skola
Landskapsinformation;BYGSKO;Chimney;;Skorsten;
Landskapsinformation;BYGSOH;Plinth corner;Point on corner of plinth;Sockelhörn;Punkt på sockelhörn
Landskapsinformation;BYGSOL;The outside of a plinth;Line with plinth corners as break points;Sockelliv;Linje med sockelhörn som brytpunkter
Landskapsinformation;BYGSOP;Plinth point;Point on plinth life;Sockelpunkt;Punkt på sockelliv
Landskapsinformation;BYGSOZ;Plinth level;High point indicating plinth level;Sockelnivå;Höjdpunkt som anger sockelnivå
Landskapsinformation;BYGSPI;Staircase, spiral;Point at centre of spiral staircase;Trappa, spiral;Punkt i centrum på spiraltrappa
Landskapsinformation;BYGSPL;Coil plate;;Spolplatta;
Landskapsinformation;BYGSRO;Steel bridge;Line after edge beam on steel bridge;Stålbro;Linje efter kantbalk på stålbro
Landskapsinformation;BYGTAK;Canopy;Line after canopy;Skärmtak;Linje efter skärmtak
Landskapsinformation;BYGTBR;Wooden bridge;"Line after ""edge beam"" on wooden bridge";Träbro;"Linje efter ""kantbalk"" på träbro"
Landskapsinformation;BYGTNK;Tank, cistern;Line after outer edge of tank, cistern;Tank, cistern;Linje efter ytterkant på tank, cistern
Landskapsinformation;BYGTRA;Stairs;Line after outer edge of staircase;Trappa;Linje efter ytterkant trappa
Landskapsinformation;BYGTUP;Tunnel opening;Point on corner at tunnel opening;Tunnelöppning;Punkt på hörn vid tunnelöppning
Landskapsinformation;BYGUHH;Development corner;Line around extension;Utbyggnadshörn;Linje runt utbyggnad
Landskapsinformation;BYGUHU;Outbuilding;Line around outbuilding;Uthus;Linje runt uthus
Landskapsinformation;BYGVHU;Greenhouse;Line around greenhouse;Växthus;Linje runt växthus
Landskapsinformation;BYGVLV;Arched drum/bridge;Line along drum or bridge;Valvbåge trumma/bro;Linje utefter trumma eller bro
Landskapsinformation;BYGVMO;Road-bridge wing top;;Väg-bro vinge överkant;
Landskapsinformation;BYGVMR;Wing wall;Line at centre of wing wall, CL;Vingmur;Linje i centrum på vingmur, CL
Landskapsinformation;EGTAFL;Free line code A;Free line code A;Fri linjekod A;Fri linjekod A
Landskapsinformation;EGTAFP;Free point code A;Free point code A;Fri punktkod A;Fri punktkod A
Landskapsinformation;EGTBFL;Free line code B;Free line code B;Fri linjekod B;Fri linjekod B
Landskapsinformation;EGTBFP;Free point code B;Free point code B;Fri punktkod B;Fri punktkod B
Landskapsinformation;EGTCFL;Free line code C;Free line code C;Fri linjekod C;Fri linjekod C
Landskapsinformation;EGTCFP;Free point code C;Free point code C;Fri punktkod C;Fri punktkod C
Landskapsinformation;EGTDFL;Free line code D;Free line code D;Fri linjekod D;Fri linjekod D
Landskapsinformation;EGTDFP;Free point code D;Free point code D;Fri punktkod D;Fri punktkod D
Landskapsinformation;EGTEFL;Free line code E;Free line code E;Fri linjekod E;Fri linjekod E
Landskapsinformation;EGTEFP;Free point code E;Free point code E;Fri punktkod E;Fri punktkod E
Landskapsinformation;EGTFFL;Free line code F;Free line code F;Fri linjekod F;Fri linjekod F
Landskapsinformation;EGTFFP;Free point code F;Free point code F;Fri punktkod F;Fri punktkod F
Landskapsinformation;EGTGFL;Free line code G;Free line code G;Fri linjekod G;Fri linjekod G
Landskapsinformation;EGTGFP;Free point code G;Free point code G;Fri punktkod G;Fri punktkod G
Landskapsinformation;EGTJFL;Free line code J;Free line code J;Fri linjekod J;Fri linjekod J
Landskapsinformation;EGTJFP;Free point code J;Free point code J;Fri punktkod J;Fri punktkod J
Landskapsinformation;EGTKFL;Free line code K;Free line code K;Fri linjekod K;Fri linjekod K
Landskapsinformation;EGTKFP;Free point code K;Free point code K;Fri punktkod K;Fri punktkod K
Landskapsinformation;EGTLFL;Free line code L;Free line code L;Fri linjekod L;Fri linjekod L
Landskapsinformation;EGTLFP;Free point code L;Free point code L;Fri punktkod L;Fri punktkod L
Landskapsinformation;EL-BEL;Lighting column;Point in centre of lighting column;Belysningsstolpe;Punkt i centrum på belysningsstolpe
Landskapsinformation;EL-BEM;Lighting column;Point in centre of lighting column;Belysningsmast;Punkt i centrum på belysningsmast
Landskapsinformation;EL-BEP;Lighting bollard;Centre point of lighting bollard;Belysningspollare;Punkt i centrum på belysningspollare
Landskapsinformation;EL-BFA;Lighting on facade;;Belysning på fasad;
Landskapsinformation;EL-BOX;Junction box;Point at junction box;Kopplingsbox;Punkt vid kopplingsbox
Landskapsinformation;EL-DSE;Electric distance sign;Point at distance sign for electric cable;Distansskylt el;Punkt vid distansskylt för elkabel
Landskapsinformation;EL-EBK;Square electric outlet;Line around electric outlet;Elbrunn fyrkantig;Linje runt elbrunn
Landskapsinformation;EL-EKR;Power line pole;Point in the centre of a power line pole;Kraftledningsstolpe;Punkt i centrum på kraftledningsstolpe
Landskapsinformation;EL-ELE;Electricity cabinet line;Line around electrical cabinet;Elskåp linje;Linje runt elskåp
Landskapsinformation;EL-ELK;Square electrical cabinet;Point at centre of square electrical cabinet;Elskåp kvadratiskt;Punkt i centrum på kvadratiskt elskåp
Landskapsinformation;EL-ELL;Power line air;Line along overhead power line with EST or EKR as breakpoints;Elledning luft;Linje utefter elledning i luft med EST eller EKR som brytpunkter
Landskapsinformation;EL-ELM;Power cable ground;Line along exposed power cable in ground;Elkabel mark;Linje utefter utsatt elkabel i mark
Landskapsinformation;EL-ELS;Electrical cabinet;Point in the centre of an electrical cabinet;Elskåp;Punkt i centrum på elskåp
Landskapsinformation;EL-ELU;Electrical socket;Point at centre of electrical socket, engine heater etc.;Eluttag;Punkt i centrum på eluttag, motorvärmare etc
Landskapsinformation;EL-ENB;Round electric outlet;Point at centre of electrical outlet cover;Elbrunn rund;Punkt i centrum på betäckning elbrunn
Landskapsinformation;EL-EPK;Electricity point on cable;Point on power cable in shaft;El punkt på kabel;Punkt på elkabel i schakt
Landskapsinformation;EL-EST;Electricity pole;Point at centre of electricity pole;Elstolpe;Punkt i centrum på elstolpe
Landskapsinformation;EL-ETR;Transformer;Point at transformer;Transformator;Punkt vid transformator
Landskapsinformation;EL-HSL;High voltage overhead line;Line along overhead line (ground points);Högspänning luftledning;Linje utefter luftledning (markpunkter)
Landskapsinformation;EL-HSM;High voltage ground cable;Line along high voltage power cable;Högspänningskabel mark;Linje utefter ök högspänningskabel
Landskapsinformation;EL-LSL;Low voltage overhead line;Line along overhead line (ground points);Lågspänning luftledning;Linje utefter luftledning (markpunkter)
Landskapsinformation;EL-LSM;Low voltage ground cable;Line along the low voltage cable;Lågspänningskabel mark;Linje utefter ök lågspänningskabel
Landskapsinformation;EL-MOV;Motor heater;Point at centre of engine heater;Motorvärmare;Punkt i centrum på motorvärmare
Landskapsinformation;EL-SEL;Tripod electricity pole;Point at brace to power pole;Stag elstolpe;Punkt vid stag till elstolpe
Landskapsinformation;GEO--K;Sampling instrument;Associated with symbols from Autograf;Kannprovtagare;Hör ihop med symboler från Autograf
Landskapsinformation;GEO-90;Stop code 90;;Stoppkod 90;
Landskapsinformation;GEO-91;Stop code 91;;Stoppkod 91;
Landskapsinformation;GEO-92;Stop code 92;;Stoppkod 92;
Landskapsinformation;GEO-93;Stop code 93;;Stoppkod 93;
Landskapsinformation;GEO-94;Stop code 94;;Stoppkod 94;
Landskapsinformation;GEO-96;Stop code 96;;Stoppkod 96;
Landskapsinformation;GEO-GK;Groundwater pipes - short-term observation;;Grundvattenrör - korttidsobservation;
Landskapsinformation;GEO-GL;Groundwater pipe - long-term observation;;Grundvattenrör - långtidsobservation;
Landskapsinformation;GEO-PS;Disturbed sampling with sampling tip;Associated with symbols from Autograf;Störd provtagning med provtagningsspets;Hör ihop med symboler från Autograf
Landskapsinformation;GEO-TR;Pressure probing;Associated with symbols from Autograf;Trycksondering;Hör ihop med symboler från Autograf
Landskapsinformation;GEO-VB;Spring tests;Matches symbols from Autograf;Vingförsök;Hör ihop med symboler från Autograf
Landskapsinformation;GEOAGK;Groundwater pipe - short-term observation Completed;;Grundvattenrör - korttidsobservation Avslutad;
Landskapsinformation;GEOBPT;Geotechnical drill point (measured at ground surface);General geotechnical drill point;Geoteknisk borrpunkt (mäts i markyta);Allmän geoteknisk borrpunkt
Landskapsinformation;GEOCPT;CPT probing;Associated with symbols from Autograf;CPT-sondering;Hör ihop med symboler från Autograf
Landskapsinformation;GEOGPG;Test pit;Point in centre of test pit;Provgrop;Punkt i centrum på provgrop
Landskapsinformation;GEOGPO;Port pressure gauge;;Portrycksmätare;
Landskapsinformation;GEOGVA;Groundwater lowering delineation area;;Avgränsningsområde avseende grundvattensänkning;
Landskapsinformation;GEOGVM;Groundwater pipe, my;Point at groundwater pipe, level at ground surface;Grundvattenrör, my;Punkt vid Grundvattenrör, nivå vid markyta
Landskapsinformation;GEOGVP;Groundwater impact area boundary;;Begränsning för grundvatten påverkansområde;
Landskapsinformation;GEOGVT;Groundwater pipe, rise;Groundwater pipe, rise top;Grundvattenrör, ök;Grundvattenrör, ök topp
Landskapsinformation;GEOGVV;Limitation for groundwater condition area;;Begränsning för grundvatten villkorsområde;
Landskapsinformation;GEOHFA;Dynamic probing;Associated with symbols from Autograph;Hejarsondering;Hör ihop med symboler från Autograf
Landskapsinformation;GEOJ1R;Earth-rock probing with registration;Associated with symbols from Autograf;Jb-sondering med registrering;Hör ihop med symboler från Autograf
